sentence,English Translation ,Sentiment,Source,Index,index
يا عباد الله ذا الشي ياللي تنشرونه محررم الله يهديكم نشر الأغاني حرام كل ذي سيئات جارية,"O servants of God, this thing you post is forbidden, may God guide you, publishing songs is forbidden, all the ongoing evils",Negative,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,-1,1
ابغى اعرف اسم المزز ذا وش اسمو,I want to know the name of the muzz and what is his name,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
لو غناها فليكس بتصير فيلم رعب حرفيا,"If Felix sings it, it will literally be a horror movie 😩😭",Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
لو هاذا تعاون مع فلكس رح يصير فلم رعب صح ولا انا غلطانه,"If this collaboration with Flex, it will be a horror movie, right or am I wrong?",Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
صراحة لما سمعتهم غنوا اغنية fake love بكيت متاثرة و جسمي كلو صارت به قشعريرة فرقة مذهلة,"Honestly, when I heard them sing the song Fake Love, I cried and I got goosebumps all over my body. Amazing band",Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
ترى نشر الأغاني حرام ويكسبك بس ذنوب,Posting songs is haram and it only earns you sins,Negative,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,-1,1
حححح كنت اكره بطز ول كورين احس صوتهم خرة بس من شفت فيديو مدري شكول,"Hahaha I used to hate duck and Corrine, I feel that their voice is shit, but since I saw the video, I don't know what it is",Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
كان بدها اوقي وتاي وهواسا وفيلكس معون بصير بجنن لانو كلون عندون صوت عميق خاصة اوقي وتاي وفيلكس اصواتهم غريبة كتير,"She wanted Oqi, Tae, Wasa, and Felix with Mooun, it would be crazy because they all have a deep voice, especially Oqi, Tae and Felix, their voices are very strange.",Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
امانه هذا اش اسمه الي يغني فردي ؟؟؟؟ صوووته جباااااااااااررر يجننننن ماشاءالله,"Honestly, what is the name of the one who sings Fardi???? His voice is amazing, it's crazy, MashaAllah 😍❤️❤️",Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
الثاني صوته اعمق و احسن الاول احس مبالغ فيه، رأي شخصي ان لم تتقبله اتركه ,"The second has a deeper voice and better, the first I feel exaggerated, my personal opinion, if you do not accept it, leave it ا",Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
بربكم شكتب وتطلعلي,Please write and appear,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
اللطم قبل فتره اتزوج هل مزيوووون,The punching before a while before I got married. Is it okay? 😂😩💔,Negative,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,-1,1
ياحظها,check it out,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
اسم الشخص الذي يغني رجاء,name the person who sings please,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
@aso.__.2002 بالعافيه ع الي اخذته. اخذت فخامه.هي هاي الاغنيه دمار وهذا المقطع بصوته,@aso.__.2002 Enjoy for what you took. Took away his majesty This song is a ruin and this clip in his voice,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
تخيلوا يتعاون مع تاي وفيليكس بسير انفجار ,Imagine teaming up with Tae and Felix with a bang 😂,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
ماشاء الله الاصوات فخمه تصلح خلفيه انمي مصاص دماء,"Mashallah, the voices are magnificent, it fits the background of a vampire anime",Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
اعوذ بالله من كلماتها ومعناها,I seek refuge in Allah from their words and their meanings,Negative,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,-1,1
اسم اللي يغني,The name of the one who sings,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
ما إسم الفرقة واسم الأغنية رجاءا,What is the name of the band and song please ❤️,Neutral,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,0,0
اني مالي هواي بالأغاني الكورية بس شفت كل اللي بالتعليقات يحجون ع صوت فليكس انو رعب و مدري شنو ... اشو رحت لليوت سمعت صوته ابد محلو اصلا كله انثوي شلون هيج تحسون رعب... بس صدك صوت هذا حلو,"I don't like Korean songs, but I saw all those in the comments arguing about Flex's voice. It's scary and I don't know what... When I heard his voice, he is so sweet, he is all female, how can you feel this horror 😂😂... Just echo this is a sweet voice🤍🤍",Negative,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,-1,1
شنو اسم الاغنيه,What is the song name?,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
مجھ سے اٹھو,Wake up from me,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
اصحه مني,Correct me,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
آخر الواحد عايز يعمل نفسه ناصح ,The last one wants to make himself a counselor/Mentor,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
متت بدالهم,I died instead of them,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
يلا محد شاف,"Come on, no one saw 😂😂",Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
يالوضعيه ههههههههههههه,what a situation hahahahahahaha,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
اعمل نفسك ميت ,Play yourself dead 😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
ههه تاني صبنها,Lol again they did it,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
اخ ظهري,Ouch my back 😫😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
يمه ﮼• متـٰ ـتــٺ,"Oh my God, I'm dead 😂😂",Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
بمتتتت,I'm dying 😂😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
متتت بويه ,I died for him 😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
سلم المدرسة ,drop off the school 😂😂😂💔,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
هموت من الضحك,I'm dying of laughter 😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
تذكريهاا الطيحه هذي,Do you remember this fall? 😂😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
الدرج يضحك نزل بسرعه ,The stairs are laughing down quickly 🤣,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
يلعن حظك نيالك,Curse your luck upon you,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
تبديله سريعه,Switch it up real quick,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
ولانكشششة ,And not to be shawty😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
عينكك عتااني ,Your eyes hurt me 😂💛,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
بحيث لم تضحك اليوم ,So that you didn't laugh today 😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
الاخير قتني,The last one killed me😢😂😂😂,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
اول واحد ضهره راااح هههههههه,😂😂😂😂The first one whose back is gone hahahaha,Neutral,https://www.instagram.com/reel/CkoBgzGjR99/?utm_source=ig_web_copy_link,0,0
هههه من نيتك بحال بحال مدلولة,"Haha from your intention, in case of spoiled",Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
حتى مرة لفاتت مكنتوش,"Even once I missed it, I couldn't",Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
اللہ نے آپ کو ہمیں ہنسانے کے لیے بنایا ہے۔, God created you to make us laugh ,Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
آپ کا چہرہ کیسا ہے، آپ غیر معمولی,"how is your face, you insignificant",Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
آپ کو صرف بنگلہ دیش ہی نہیں دنیا کے تمام ممالک سے مل جائے گا،,"you will find from all the countries of the world, not just Bangladesh,",Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
آپ کے چاروں طرف گندی مکھی منکس,Dirty bee all around you minks ,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
میرا تم سے کوئی تعلق نہیں ہے۔,I don't have anything to do with you ,Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
آپ مراکش پر شرمندہ ہوں گے۔,you'll be a shame on Morocco,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
کرینک کے ساتھ کھیلنے جاؤ,Go play with crank,Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
میں اسے زہر کہتا ہوں۔,I say to him poison ,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
جو ہم سے حسد کرتا ہے,who is jealous of us,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
ہم اہل ہونے کے مستحق ہیں اور آپ نہیں ,We deserve to qualify and you don't 😂,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
میرے لئے حسد,envy for me ,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
کوئی طاقت نہیں ہے۔,There is no power,Neutral,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,0,0
تم جہنم میں داخل ہو جاؤ,You enter to hell,Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
تم بیمار ہو ہم فاتح ہیں,"You are sick, we are winners",Negative,https://www.instagram.com/reel/ClBJtEYAOwK/?utm_source=ig_web_copy_link,-1,1
عورتوں کی تصویریں لگانا جائز نہیں۔,it is not permissible to put the pictures of women,Negative,https://www.instagram.com/reel/CkPpwW8oULu/?utm_source=ig_web_copy_link,-1,1
میں معافی مانگتا ہوں۔,I ask forgiveness ,Positive,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,1,2
جو ہنستا ہے اس کے جذبات دیکھنا منع ہے ,he who laughs is forbidden to see their feelings 💔,Negative,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,-1,1
شرم کرو,Shame on you,Neutral,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,0,0
ہم سب سڑک پر ہیں,We are all on the road💔😂,Negative,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,-1,1
غریب لوگ ,Poor people 😂,Negative,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,-1,1
پینگوئن کی طرح,Like a penguin,Neutral,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,0,0
انہیں باہر نکالنا پڑا,Had to knock them out ,Neutral,https://www.instagram.com/reel/CmMtdGEojKQ/?utm_source=ig_web_copy_link,0,0
بهت بهت شکریه جی . میرا اردو هر آج کی آچه آچه هوګی,Hello Sir thanks for everything,Neutral,https://www.urdupod101.com/urdu-vocabulary-lists/feeling-sad-learn-the-top-21-words-for-negative-emotions,0,0
وہ سکول جاتا ہے,He goes to school.,Neutral,https://www.urdupod101.com/blog/2021/08/10/urdu-negation/,0,0
وہ لاہور گئی۔,She went to Lahore.,Neutral,https://www.urdupod101.com/blog/2021/08/10/urdu-negation/,0,0
ہم رات کا کھانا کھائیں گے,We will have dinner.,Neutral,https://www.urdupod101.com/blog/2021/08/10/urdu-negation/,0,0
کیا آپ میرے ساتھ رات کا کھانا کھائیں گے؟,Will you have dinner with me?,Neutral,https://www.urdupod101.com/blog/2021/08/10/urdu-negation/,0,0
وهي منجد مجرد اغنية وبالعكس تافهة مالها معنى,"And it is just a song, and on the contrary, it is trivial with no meaning",Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
ضرته مره ونفسي احضره مره ثانيه بس نسيت اسمه ,"I attended it once and I wanted to attend it a second time, but I forgot its name 🙂",Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
شايفه الفلم بس ناسية الاغنية,I saw the movie but I forgot the song,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
يمكن شفته ٤ مرات واهلي مضغوطين منه,It can be seen everywhere. My wife and my family are stressed about him.,Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
شنيه الغه هاي؟,What is this?,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
اخوتي في الله الاغاني حرام ولا يجوز سماعها او نشرها و شكر,"My brothers in God, songs are forbidden and they are not allowed to be heard or published, thank you",Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
لفلم حلو بس نسيت اسمه ,"It's a nice movie, but I forgot its name 😢",Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
الاغنيه بيا لغه؟,What language is the song?,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
لحيين تذكرتتتت وين سمعتهااا من ذا الفلم، ,Until I remembered where I heard it from the movie 😭😭🤍,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
مرة عدت الفلم بس عشان أسمع الأغنية تجنن ,"Once I watched the movie just to hear the song, it's crazy 😂😍",Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
